id,label,ctype,UNIDAD,TEMA,FUENTE
v7_v_105,"tarifas acueducto:
cargo fijo estrato 1",Num,$,servicios publicos,EMCALI
v7_v_106,"tarifas acueducto:
cargo fijo estrato 2",Num,$,servicios publicos,EMCALI
v7_v_107,"tarifas acueducto:
cargo fijo estrato 3",Num,$,servicios publicos,EMCALI
v7_v_108,"tarifas acueducto:
cargo fijo estrato 4",Num,$,servicios publicos,EMCALI
v7_v_109,"tarifas acueducto:
cargo fijo estrato 5",Num,$,servicios publicos,EMCALI
v7_v_110,"tarifas acueducto:
cargo fijo estrato 6",Num,$,servicios publicos,EMCALI
v7_v_111,tarifas acueducto: cargo fijo comercial,Num,$,servicios publicos,EMCALI
v7_v_112,tarifas acueducto: cargo fijo industrial,Num,$,servicios publicos,EMCALI
v7_v_113,tarifas acueducto: cargo fijo oficial y especial,Num,$,servicios publicos,EMCALI
v7_v_114,"tarifas acueducto:
consumo basico estrato 1",Num,$/M3,servicios publicos,EMCALI
v7_v_115,"tarifas acueducto:
consumo basico estrato 2",Num,$/M3,servicios publicos,EMCALI
v7_v_116,"tarifas acueducto:
consumo basico estrato 3",Num,$/M3,servicios publicos,EMCALI
v7_v_117,"tarifas acueducto:
consumo basico estrato 4",Num,$/M3,servicios publicos,EMCALI
v7_v_118,"tarifas acueducto:
consumo basico estrato 5",Num,$/M3,servicios publicos,EMCALI
v7_v_119,"tarifas acueducto:
consumo basico estrato 6",Num,$/M3,servicios publicos,EMCALI
v7_v_120,"tarifas acueducto:
consumo basico estrato comercial",Num,$/M3,servicios publicos,EMCALI
v7_v_121,"tarifas acueducto:
consumo basico estrato industrial",Num,$/M3,servicios publicos,EMCALI
v7_v_122,"tarifas acueducto:
consumo basico estrato oficial y especial",Num,$/M3,servicios publicos,EMCALI
v7_v_123,"tarifas alcantarillado:
cargo fijo estrato 1",Num,$,servicios publicos,EMCALI
v7_v_124,"tarifas alcantarillado:
cargo fijo estrato 2",Num,$,servicios publicos,EMCALI
v7_v_125,"tarifas alcantarillado:
cargo fijo estrato 3",Num,$,servicios publicos,EMCALI
v7_v_126,"tarifas alcantarillado:
cargo fijo estrato 4",Num,$,servicios publicos,EMCALI
v7_v_127,"tarifas alcantarillado:
cargo fijo estrato 5",Num,$,servicios publicos,EMCALI
v7_v_128,"tarifas alcantarillado:
cargo fijo estrato 6",Num,$,servicios publicos,EMCALI
v7_v_129,"tarifas alcantarillado:
cargo fijo comercial",Num,$,servicios publicos,EMCALI
v7_v_130,"tarifas alcantarillado:
cargo fijo industrial",Num,$,servicios publicos,EMCALI
v7_v_131,"tarifas alcantarillado:
cargo fijo oficial y especial",Num,$,servicios publicos,EMCALI
v7_v_132,"tarifas alcantarillado:
consumo basico estrato 1",Num,$/M3,servicios publicos,EMCALI
v7_v_133,"tarifas alcantarillado:
consumo basico estrato 1",Num,$/M3,servicios publicos,EMCALI
v7_v_134,"tarifas alcantarillado:
consumo basico estrato 2",Num,$/M3,servicios publicos,EMCALI
v7_v_135,"tarifas alcantarillado:
consumo basico estrato 3",Num,$/M3,servicios publicos,EMCALI
v7_v_136,"tarifas alcantarillado:
consumo basico estrato 4",Num,$/M3,servicios publicos,EMCALI
v7_v_137,"tarifas alcantarillado:
consumo basico estrato 5",Num,$/M3,servicios publicos,EMCALI
v7_v_138,"tarifas alcantarillado:
consumo basico estrato comercial",Num,$/M3,servicios publicos,EMCALI
v7_v_139,"tarifas alcantarillado:
consumo basico insdustrial",Num,$/M3,servicios publicos,EMCALI
v7_v_140,"tarifas alcantarillado:
consumo basico oficial y especial",Num,$/M3,servicios publicos,EMCALI
v7_v_141,suscriptores servicio de gas domiciliario,Num,#,servicios publicos,GDO
v7_v_142,catastro,Num,#,servicios publicos,GDO
v7_v_143,indice de continuidad del servicio de acueducto,Num,HRS/DÍA,servicios publicos,EMCALI
v7_v_144,tiempo de atencion danos acueducto,Num,HORAS,servicios publicos,EMCALI
v7_v_145,tiempo de atencion danos alcantarillado,Num,HORAS,servicios publicos,EMCALI
v7_v_146,tiempo de instalacion individual de acueducto,Num,DÍAS,servicios publicos,EMCALI
v7_v_147,tiempo de atencion danos en red matriz,Num,HORAS,servicios publicos,EMCALI
v7_v_148,cantidad de danos reparados en red matriz,Num,#,servicios publicos,EMCALI
v7_v_149,utilizacion capacidad ptarc (promedio mes),Num,%,servicios publicos,EMCALI
v7_v_150,indicador riesgo de calidad del agua potable - irca,Num,0-1,servicios publicos,EMCALI
v7_v_151,suscriptores emsirva,Num,#,servicios publicos,EMSIRVA
v7_v_152,indice de agua no contabilizada,Num,%,servicios publicos,EMCALI
v7_v_153,indice de perdidas de energia,Num,%,servicios publicos,EMCALI
v7_v_154,participacion en el mercado de telefonia,Num,%,servicios publicos,EMCALI
v7_v_155,participacion en el mercado de banda ancha,Num,%,servicios publicos,EMCALI
v7_v_156,nivel de satisfaccion usuarios de emcali,Num,%,servicios publicos,EMCALI
v7_v_157,eventos de alta turbiedad y contaminacion,Num,#,servicios publicos,EMCALI
v7_v_158,eventos atendidos por el reservorio,Num,#,servicios publicos,EMCALI
v7_v_159,suspensiones totales del servicio de acueducto,Num,#,servicios publicos,EMCALI
v7_v_160,total de metros lineales de reposicion de redes de acueducto y alcantarillado,Num,M2,servicios publicos,EMCALI
v7_v_161,metros lineales de reposicion de redes de acueducto,Num,M2,servicios publicos,EMCALI
v7_v_162,metros lineales de reposicion de redes de alcantarillado,Num,M2,servicios publicos,EMCALI
v7_v_163,inversion en proyectos de reposicion de redes de acueducto y alcantarillado,Num,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_164,inversion en proyectos de reposicion de redes de acueducto y alcantarillado,Num,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_165,inversion en proyectos de reposicion de redes de acueducto y alcantarillado,Num,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_166,proyectos de inversion orientados a mayor cobertura,Num,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_167,proyectos de inversion orientados a mayor cobertura,Num,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_1_67,nº de mejoramientos de vivienda,Num,#,vivienda,SVS
v7_v_168,proyectos de inversion orientados a mayor cobertura,Num,MILLONES DE PESOS,servicios publicos,EMCALI
v7_v_1_68,unidades habitacionales vendidas en cali,Num,#,vivienda,CAMACOL
v7_v_169,cartera de emcali: acueducto y alcantarillado,Num,$,servicios publicos,EMCALI
v7_v_170,cartera de emcali: energia,Num,$,servicios publicos,EMCALI
v7_v_171,cartera de emcali: telecomunicaciones,Num,$,servicios publicos,EMCALI
v7_v_172,cartera de emcali: total,Num,$,servicios publicos,EMCALI
v7_v_173,total de hogares,Num,#,vivienda,SVS
v7_v_174,total deficit de viviendas,Num,#,vivienda,SVS
v7_v_175,deficit cualitativo de vivienda,Num,#,vivienda,SVS
v7_v_176,deficit cuantitativo de vivienda,Num,#,vivienda,SVS
v7_v_177,hogares con deficit cuantitativo,Num,#,vivienda,SVS
v7_v_178,hogares con deficit cuantitativo cohabitacion unipersonales,Num,#,vivienda,SVS
v7_v_179,viviendas entregadas por el municipio (vis+vip),Num,#,vivienda,SVS
v7_v_180,licencias de construccion aprobadas,Num,#,vivienda,DANE
v7_v_181,licencias de construccion aprobadas,Num,#,vivienda,DANE
v7_v_182,licencias de construccion aprobadas,Num,#,vivienda,DANE
v7_v_183,obras de mitigacion de riesgos: inversion,Num,MILLONES DE PESOS,vivienda,SVS
v7_v_184,obras de mitigacion de riesgos: metros lineales,Num,METROS,vivienda,SVS
v8_ma_00_1,emisiones gei per capita,Num,TONELADA ANUAL PER CÁPITA,medio ambiente,DAGMA
v8_ma_00_10,calidad del aire (ica) la flora,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_11,calidad del aire (ica) pance,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_12,calidad del aire (ica) univalle,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_13,calidad del aire (ica) la ermita,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_14,calidad del aire (ica) calaveralejo,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_15,calidad del aire (ica) compartir,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_17,quejas recibidas por el dagma,Num,#,medio ambiente,DAGMA
v8_ma_00_18,quejas recibidas por el dagma ruido,Num,#,medio ambiente,DAGMA
v8_ma_00_19,quejas recibidas por el dagma emisiones,Num,#,medio ambiente,DAGMA
v8_ma_00_2,total  de emisiones de co2,Num,TONELADAS,medio ambiente,DAGMA
v8_ma_00_20,quejas recibidas por el dagma olores,Num,#,medio ambiente,DAGMA
v8_ma_00_21,quejas recibidas por el dagma ocupacion espacio publico,Num,#,medio ambiente,DAGMA
v8_ma_00_22,quejas recibidas por el dagma vertimientos,Num,#,medio ambiente,DAGMA
v8_ma_00_23,quejas recibidas por el dagma contaminacion visual,Num,#,medio ambiente,DAGMA
v8_ma_00_24,quejas recibidas por el dagma otros,Num,#,medio ambiente,DAGMA
v8_ma_00_25,zonas verdes adoptados por el sector privado,Num,M2,medio ambiente,DAGMA
v8_ma_00_26,total sobretasa cali girado a cvc,Num,$,medio ambiente,DAGMA
v8_ma_00_27,recursos ejecutados por el dagmapresupuesto total  segun fuente de financiacion,Num,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_28,recursos ejecutados por el dagma segun fuente de financiacion presupuesto transferido,Num,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_29,recursos ejecutados por el dagma segun fuente de financiacion,Num,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_3,emisiones de co2 por transporte,Num,TONELADAS,medio ambiente,DAGMA
v8_ma_00_30,recursos ejecutados por el dagma segun fuente de financiacion recursos propios,Num,MILLONES DE PESOS,medio ambiente,DAGMA
v8_ma_00_31,incidentes atendidos por la oficina de prevencion y atencion de desastres atencion de abejas,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_32,incidentes atendidos por la oficina de prevencion y atencion de desastres rescate por accidente de transito,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_33,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio estructural,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_34,incidentes atendidos por la oficina de prevencion y atencion de desastres rescates de emergencia,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_35,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio forestal urbano,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_36,incidentes atendidos por la oficina de prevencion y atencion de desastres rescate de animal,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_37,incidentes atendidos por la oficina de prevencion y atencion de desastres falsas alarmas,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_38,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio de basuras y otros,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_39,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio forestal rural,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_4,emisiones de co2 equivalente por consumo de combustible por industrias,Num,TONELADAS,medio ambiente,DAGMA
v8_ma_00_40,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio vehicular,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_41,incidentes atendidos por la oficina de prevencion y atencion de desastres auxilio a enfermo,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_42,incidentes atendidos por la oficina de prevencion y atencion de desastres caidas,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_43,incidentes atendidos por la oficina de prevencion y atencion de desastres fuga de gas,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_44,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio electrico,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_45,incidentes atendidos por la oficina de prevencion y atencion de desastres otros,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_46,incidentes atendidos por la oficina de prevencion y atencion de desastres derrames de combustible,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_47,incidentes atendidos por la oficina de prevencion y atencion de desastres fuga de gas,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_48,incidentes atendidos por la oficina de prevencion y atencion de desastres inundaciones,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_49,incidentes atendidos por la oficina de prevencion y atencion de desastres derrumbes y deslizamientos,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_5,emisiones co2 por consumo de energia electrica,Num,TONELADAS,medio ambiente,DAGMA
v8_ma_00_50,incidentes atendidos por la oficina de prevencion y atencion de desastres incidentes con materiales peligrosos,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_51,incidentes atendidos por la oficina de prevencion y atencion de desastres colapsos en estructura,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_52,incidentes atendidos por la oficina de prevencion y atencion de desastres incendio de liquidos inflamables o,Num,#,medio ambiente,"CLOPAD, SGCS"
v8_ma_00_53,areas con plan de manejo sostenible en cali,Num,HÉCTAREAS,medio ambiente,DAGMA
v8_ma_00_6,emisiones de co2 distribucion y consumo de combustible sector domestico y comercial,Num,TONELADAS,medio ambiente,DAGMA
v8_ma_00_7,emisiones de co2 por generacion de residuos,Num,TONELADAS,medio ambiente,DAGMA
v8_ma_00_8,calidad del aire (ica) era-obrero,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_00_9,calidad del aire (ica) base aerea,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_015_01,indice de calidad del agua en la entrada de los rios a la ciudad,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_015_02,indice de calidad del agua en la desembocadura de los rios,Num,ÍNDICE,medio ambiente,DAGMA
v8_ma_023,consumo medio de agua por suscriptor,Num,M3,medio ambiente,EMCALI
v8_ma_03,aguas residuales que reciben tratamiento de acuerdo a normas nacionales,Num,%,medio ambiente,EMCALI
v8_ma_039,nivel de contaminacion hidrica (sst),Num,KG/DÍA,medio ambiente,DAGMA
v8_ma_039_1,nivel de contaminacion hidrica (sst) meta,Num,KG/DÍA,medio ambiente,DAGMA
v8_ma_04,generacion de residuos solidos urbanos,Num,TONELADAS,servicios publicos,EMSIRVA
v8_ma_040,nivel de contaminacion hidrica (dbo5) demanda biologica de oxigeno,Num,TON/AÑO,medio ambiente,DAGMA
v8_ma_040_1,nivel de contaminacion hidrica (dbo5) meta por parte de emcali,Num,KG/DÍA,medio ambiente,DAGMA
v8_ma_042,arboles por habitantes,Num,PER CÁPITA,medio ambiente,DAGMA
v8_ma_042_1,caudal (m3/s) a tratar por la ptar-c,Num,M3/S,medio ambiente,DAGMA
v8_ma_05_01,concentracion de pm 10 centro: era obrero,Num,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_02,concentracion de pm 10 estacion norte,Num,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_03,concentracion de pm 10 estacion pance,Num,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_04,concentracion de pm 10 estacion la ermita,Num,ΜG/M3,medio ambiente,DAGMA
v8_ma_05_05,concentracion de pm 10 estacion canaveralejo,Num,ΜG/M3,medio ambiente,DAGMA
v9_m_001_45,pavimentacion nueva,Num,KM,infraestructura,SIV
v9_m_001_46,plan bacheo,Num,M2,infraestructura,SIV
v9_m_001_47,plan bacheo rural,Num,M2,infraestructura,SIV
v9_m_001_48,area reparada. mantenimiento,Num,KM,infraestructura,SIV
v9_m_005_07,parque automotor matriculado,Num,#,movilidad,"CALI EN CIFRAS, DAPM"
v9_m_005_10,numero de personas atropelladas,Num,#,movilidad,STTM
v9_m_007,tasa de muertes por accidentes de transito al ano,Num,#,movilidad,STTM
v9_m_007_01,muertes por accidentes de transito al ano peaton,Num,#,movilidad,STTM
v9_m_007_02,muertes por accidentes de transito al ano motocicleta,Num,#,movilidad,STTM
v9_m_007_03,muertes por accidentes de transito al ano conductor,Num,#,movilidad,STTM
v9_m_007_04,muertes por accidentes de transito al ano pasajero,Num,#,movilidad,STTM
v9_m_007_05,muertes por accidentes de transito al ano ciclicta,Num,#,movilidad,STTM
v9_m_007_06,muertes por accidentes de transito al ano sin dato,Num,#,movilidad,STTM
v9_m_009,kilometros de ciclovida,Num,#,deporte y recreacion,SDR
v9_m_0_1,recaudo de la contribucion valorizacion,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_10,recaudo de la contribucion valorizacion. por mes septiembre,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_100,ingresos recaudados por el sitm enero,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_101,ingresos recaudados por el sitm febrero,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_102,ingresos recaudados por el sitm marzo,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_103,ingresos recaudados por el sitm abril,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_104,ingresos recaudados por el sitm mayo,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_105,ingresos recaudados por el sitm junio,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_106,ingresos recaudados por el sitm julio,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_107,ingresos recaudados por el sitm agosto,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_108,ingresos recaudados por el sitm septiembre,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_109,ingresos recaudados por el sitm octubre,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_11,recaudo de la contribucion valorizacion. por mes obtubre,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_110,ingresos recaudados por el sitm noviembre,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_111,ingresos recaudados por el sitm diciembre,Num,MILLONES DE PESOS,movilidad,METRO CALI
v9_m_0_112,puntos de venta y recarga de tarjetas dentro y fuera de las estaciones,Num,#,movilidad,METRO CALI
v9_m_0_113,puntos de venta y recarga de tarjetas dentro y fuera de las estaciones (fuera),Num,#,movilidad,METRO CALI
v9_m_0_114,puntos de venta y recarga de tarjetas dentro y fuera de las estaciones (puntos),Num,#,movilidad,METRO CALI
v9_m_0_115,numero de tarjetas recargadas del sitm,Num,#,movilidad,METRO CALI
v9_m_0_116,numero de tarjetas recargadas del sitm por tipo frecuente,Num,#,movilidad,METRO CALI
v9_m_0_117,numero de tarjetas recargadas del sitm por tipo univiaje,Num,#,movilidad,METRO CALI
v9_m_0_118,velocidad promedio del sistema por tipo de ruta (troncal).,Num,#,movilidad,METRO CALI
v9_m_0_119,velocidad promedio del sistema por tipo de ruta (pretroncal).,Num,#,movilidad,METRO CALI
v9_m_0_12,recaudo de la contribucion valorizacion. por mes noviembre,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_120,velocidad promedio del sistema por tipo de ruta (alimentadora).,Num,#,movilidad,METRO CALI
v9_m_0_121,nivel de satisfaccion usuarios mio,Num,%,movilidad,METRO CALI
v9_m_0_122,porcentaje de hogares donde hay bicicleta,Num,%,movilidad,DANE
v9_m_0_123,porcentaje de hogares donde hay moto,Num,%,movilidad,DANE
v9_m_0_124,porcentaje de hogares donde hay carro particular,Num,%,movilidad,DANE
v9_m_0_13,recaudo de la contribucion valorizacion. por mes diciembre,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_14,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_15,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 1,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_016,accidentes de transito,Num,#,movilidad,STTM
v9_m_0_16,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 2,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_016_01,accidentes de transito. por mes enero,Num,#,movilidad,STTM
v9_m_016_02,accidentes de transito. por mes febrero,Num,#,movilidad,STTM
v9_m_016_03,accidentes de transito. por mes marzo,Num,#,movilidad,STTM
v9_m_016_04,accidentes de transito. por mes abril,Num,#,movilidad,STTM
v9_m_016_05,accidentes de transito. por mes mayo,Num,#,movilidad,STTM
v9_m_016_06,accidentes de transito. por mes junio,Num,#,movilidad,STTM
v9_m_016_07,accidentes de transito. por mes julio,Num,#,movilidad,STTM
v9_m_016_08,accidentes de transito. por mes agosto,Num,#,movilidad,STTM
v9_m_016_09,accidentes de transito. por mes septiembre,Num,#,movilidad,STTM
v9_m_016_10,accidentes de transito. por mes octubre,Num,#,movilidad,STTM
v9_m_016_11,accidentes de transito. por mes noviembre,Num,#,movilidad,STTM
v9_m_016_12,accidentes de transito. por mes diciembre,Num,#,movilidad,STTM
v9_m_0_17,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 3,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_018,muertes por accidentes de transito al ano,Num,#,movilidad,STTM
v9_m_0_18,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 4,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_19,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 5,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_2,recaudo de la contribucion valorizacion. por mes enero,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_20,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente estrato 6,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_21,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente comercial,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_22,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente industrial,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_23,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente lote,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_24,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente institucional,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_25,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente mixto,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_26,recaudo de la contribucion valorizacion. acumulado por tipo de contribuyente rutal,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_27,avance fisico de las megaobras grupo 1,Num,%,infraestructura,SIV
v9_m_0_28,avance fisico de las megaobras grupo 2,Num,%,infraestructura,SIV
v9_m_0_29,avance fisico de las megaobras grupo 3,Num,%,infraestructura,SIV
v9_m_0_3,recaudo de la contribucion valorizacion. por mes febrero,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_30,numero de automoviles per capita,Num,VEHÍCULOS PER CÁPITA,movilidad,STTM
v9_m_0_31,numero de automoviles per capita 2,Num,VEHÍCULOS PER CÁPITA,movilidad,STTM
v9_m_0_33,sistema de semaforizado equipos,Num,#,movilidad,STTM
v9_m_0_34,numero de choques,Num,#,movilidad,STTM
v9_m_0_35,heridos,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_36,heridos por tipo de lesionado bicicleta,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_37,heridos por tipo de lesionado motocicleta,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_38,heridos por tipo de lesionado peaton,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_39,heridos por tipo de lesionado transporte de carga,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_4,recaudo de la contribucion valorizacion. por mes marzo,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_40,heridos por tipo de lesionado transporte de pasajeros,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_41,heridos por tipo de lesionado transporte particular,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_42,heridos por tipo de lesionado sin informacion,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_43,heridos por tipo de lesionado otro,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_44,heridos en accidente de transito,Num,#,movilidad,STTM
v9_m_045,porcentaje de la malla vial en buen estado,Num,%,infraestructura,SIV
v9_m_0_45,heridos en accidente de transito: peaton,Num,#,movilidad,STTM
v9_m_045_1,inventario de la malla vial en cali,Num,KM,infraestructura,SIV
v9_m_045_2,inventario de la malla vial en cali por tipo rigido,Num,KM,infraestructura,SIV
v9_m_045_3,inventario de la malla vial en cali por tipo flexible,Num,KM,infraestructura,SIV
v9_m_045_4,inventario de la malla vial en cali. por tipo adoquin,Num,KM,infraestructura,SIV
v9_m_045_5,inventario de la malla vial en cali por tipo tierra / afirmado,Num,KM,infraestructura,SIV
v9_m_046,porcentaje de la malla vial en mal estado,Num,%,infraestructura,SIV
v9_m_0_46,heridos en accidente de transito: motociclista,Num,#,movilidad,STTM
v9_m_047,porcentaje de la malla vial en regular estado,Num,%,infraestructura,SIV
v9_m_0_47,heridos en accidente de transito: conductor,Num,#,movilidad,STTM
v9_m_0_48,heridos en accidente de transito: pasajero,Num,#,movilidad,STTM
v9_m_0_49,heridos en accidente de transito: ciclista,Num,#,movilidad,STTM
v9_m_0_5,recaudo de la contribucion valorizacion. por mes abril,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_50,heridos en accidente de transito: menor de edad,Num,#,movilidad,STTM
v9_m_0_51,heridos en accidente de transito: no reporto,Num,#,movilidad,STTM
v9_m_0_52,heridos en accidente de transito: pasajero moto,Num,#,movilidad,STTM
v9_m_0_53,heridos en accidente de transito: sin dato,Num,#,movilidad,STTM
v9_m_0_55,muertos,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_56,muertos por tipo bicicleta,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_57,muertos por tipo motocicleta,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_58,muertos por tipo peaton,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_59,muertos por tipo transporte de carga,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_6,recaudo de la contribucion valorizacion. por mes mayo,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_60,muertos por tipo transporte de pasajeros,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_61,muertos por tipo transporte particular,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_62,muertos por tipo sin info,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_63,muertos por tipo,Num,#,movilidad,"MEDILEGAL, DADO X FNPVIAL"
v9_m_0_64,infracciones registradas,Num,#,movilidad,STTM
v9_m_0_65,infracciones canceladas,Num,#,movilidad,STTM
v9_m_0_66,cursos viales aplicados,Num,#,movilidad,STTM
v9_m_0_67,resoluciones por embriaguez aplicadas,Num,#,movilidad,STTM
v9_m_0_68,"flota de buses del transporte publico colectivo retirado
",Num,#,movilidad,STTM
v9_m_0_69,vehiculos requeridos,Num,#,movilidad,METRO CALI
v9_m_0_7,recaudo de la contribucion valorizacion. por mes junio,Num,MILLONES DE PESOS,infraestructura,SIV
v9_m_0_70,vehiculos en circulacion,Num,#,movilidad,METRO CALI
v9_m_071,parque automotor matriculado por tipo particular,Num,#,movilidad,"CALI EN CIFRAS, DAPM"
v9_m_0_71,vehiculos vinculados a la flota del mio,Num,#,movilidad,METRO CALI
